n,m,parseTime,SATime,SearchTime,Description
87,60,119,98,6,sameChar
87,61,115,102,5,sameChar
87,62,127,101,6,sameChar
87,63,113,101,8,sameChar
87,64,114,101,6,sameChar
87,65,130,101,6,sameChar
87,66,121,101,7,sameChar
87,67,122,101,8,sameChar
87,68,129,102,6,sameChar
87,69,113,102,7,sameChar
87,70,149,105,7,sameChar
87,71,127,102,7,sameChar
87,72,154,101,8,sameChar
87,73,126,101,7,sameChar
87,74,122,101,7,sameChar
87,75,165,98,7,sameChar
87,76,123,101,7,sameChar
87,77,111,101,7,sameChar
87,78,108,102,7,sameChar
87,79,111,101,7,sameChar
87,80,104,101,7,sameChar
87,81,108,98,8,sameChar
87,82,109,102,10,sameChar
87,83,122,101,8,sameChar
87,84,109,102,7,sameChar
87,85,120,102,8,sameChar
87,86,106,102,8,sameChar
88,1,111,108,2,sameChar
88,2,103,104,1,sameChar
88,3,103,103,2,sameChar
88,4,106,102,1,sameChar
88,5,104,104,2,sameChar
88,6,119,104,2,sameChar
88,7,105,105,2,sameChar
88,8,110,104,2,sameChar
88,9,114,107,2,sameChar
88,10,104,107,2,sameChar
88,11,118,104,3,sameChar
88,12,106,104,3,sameChar
88,13,114,104,2,sameChar
88,14,119,108,3,sameChar
88,15,123,104,3,sameChar
88,16,125,104,2,sameChar
88,17,115,103,2,sameChar
88,18,118,103,2,sameChar
88,19,133,104,2,sameChar
88,20,108,103,3,sameChar
88,21,137,103,3,sameChar
88,22,113,103,3,sameChar
88,23,132,113,4,sameChar
88,24,128,103,4,sameChar
88,25,111,104,3,sameChar
88,26,123,104,5,sameChar
88,27,107,103,4,sameChar
88,28,121,104,4,sameChar
88,29,159,103,4,sameChar
88,30,104,104,4,sameChar
88,31,99,103,4,sameChar
88,32,112,111,4,sameChar
88,33,104,105,4,sameChar
88,34,103,104,4,sameChar
88,35,103,103,4,sameChar
88,36,109,106,4,sameChar
88,37,112,104,4,sameChar
88,38,109,104,4,sameChar
88,39,115,103,4,sameChar
88,40,104,103,4,sameChar
88,41,103,112,6,sameChar
88,42,149,104,5,sameChar
88,43,103,104,5,sameChar
88,44,104,104,5,sameChar
88,45,117,103,7,sameChar
88,46,106,103,5,sameChar
88,47,107,102,5,sameChar
88,48,116,104,5,sameChar
88,49,104,104,5,sameChar
88,50,117,108,7,sameChar
88,51,109,104,5,sameChar
88,52,122,132,6,sameChar
88,53,122,103,5,sameChar
88,54,116,106,6,sameChar
88,55,125,103,6,sameChar
88,56,114,104,5,sameChar
88,57,119,103,5,sameChar
88,58,124,105,6,sameChar
88,59,115,109,6,sameChar
88,60,139,104,7,sameChar
88,61,120,104,6,sameChar
88,62,119,103,6,sameChar
88,63,135,104,6,sameChar
88,64,103,104,6,sameChar
88,65,124,103,7,sameChar
88,66,124,103,6,sameChar
88,67,114,104,7,sameChar
88,68,160,110,7,sameChar
88,69,106,103,7,sameChar
88,70,154,104,7,sameChar
88,71,116,105,7,sameChar
88,72,113,104,7,sameChar
88,73,110,103,7,sameChar
88,74,101,103,6,sameChar
88,75,101,107,8,sameChar
88,76,104,103,7,sameChar
88,77,102,108,7,sameChar
88,78,99,104,7,sameChar
88,79,104,104,8,sameChar
88,80,102,104,8,sameChar
88,81,103,104,8,sameChar
88,82,103,104,8,sameChar
88,83,106,104,8,sameChar
88,84,103,100,8,sameChar
88,85,103,103,7,sameChar
88,86,106,110,8,sameChar
88,87,118,103,7,sameChar
89,1,107,106,2,sameChar
89,2,108,104,2,sameChar
89,3,103,106,3,sameChar
89,4,104,107,1,sameChar
89,5,110,106,1,sameChar
89,6,106,110,1,sameChar
89,7,106,104,1,sameChar
89,8,107,105,3,sameChar
89,9,112,105,3,sameChar
89,10,119,106,2,sameChar
89,11,106,105,2,sameChar
89,12,117,106,3,sameChar
89,13,107,107,2,sameChar
89,14,116,106,3,sameChar
89,15,120,109,3,sameChar
89,16,119,106,3,sameChar
89,17,130,115,3,sameChar
89,18,119,106,6,sameChar
89,19,128,110,3,sameChar
89,20,122,106,2,sameChar
89,21,142,106,4,sameChar
89,22,186,106,5,sameChar
89,23,166,108,4,sameChar
89,24,107,105,3,sameChar
89,25,110,106,3,sameChar
89,26,101,106,3,sameChar
89,27,96,105,3,sameChar
89,28,105,106,4,sameChar
89,29,103,106,3,sameChar
89,30,100,106,3,sameChar
89,31,104,106,4,sameChar
89,32,103,110,4,sameChar
89,33,141,106,4,sameChar
89,34,139,106,5,sameChar
89,35,110,106,4,sameChar
89,36,112,114,4,sameChar
89,37,112,106,5,sameChar
89,38,104,106,4,sameChar
89,39,105,107,4,sameChar
89,40,115,106,4,sameChar
89,41,104,110,5,sameChar
89,42,105,106,5,sameChar
89,43,104,104,5,sameChar
89,44,108,106,5,sameChar
89,45,106,106,6,sameChar
89,46,104,107,5,sameChar
89,47,109,103,4,sameChar
89,48,104,107,5,sameChar
89,49,115,106,5,sameChar
89,50,113,109,5,sameChar
89,51,115,106,5,sameChar
89,52,113,106,6,sameChar
89,53,108,105,6,sameChar
89,54,125,118,6,sameChar
89,55,117,106,6,sameChar
89,56,124,106,5,sameChar
89,57,123,106,6,sameChar
89,58,122,109,6,sameChar
89,59,131,104,6,sameChar
89,60,122,106,6,sameChar
89,61,148,105,6,sameChar
89,62,198,110,6,sameChar
89,63,125,107,6,sameChar
89,64,111,105,7,sameChar
89,65,100,106,7,sameChar
89,66,99,105,7,sameChar
89,67,101,106,8,sameChar
89,68,103,105,6,sameChar
89,69,100,106,7,sameChar
89,70,102,106,7,sameChar
89,71,103,108,7,sameChar
89,72,104,104,8,sameChar
89,73,165,110,7,sameChar
89,74,106,106,7,sameChar
89,75,106,110,7,sameChar
89,76,104,106,7,sameChar
89,77,104,106,8,sameChar
89,78,106,107,7,sameChar
89,79,118,107,7,sameChar
89,80,108,106,7,sameChar
89,81,104,106,7,sameChar
89,82,104,106,9,sameChar
89,83,110,103,8,sameChar
89,84,105,106,8,sameChar
89,85,106,106,7,sameChar
89,86,107,106,9,sameChar
89,87,104,106,8,sameChar
89,88,117,107,8,sameChar
90,1,116,108,1,sameChar
90,2,119,108,1,sameChar
90,3,114,119,2,sameChar
90,4,111,108,2,sameChar
90,5,125,109,2,sameChar
90,6,125,107,1,sameChar
90,7,124,109,2,sameChar
90,8,130,108,2,sameChar
90,9,116,109,2,sameChar
90,10,127,105,2,sameChar
90,11,130,109,3,sameChar
90,12,192,108,3,sameChar
90,13,232,109,6,sameChar
90,14,124,110,2,sameChar
90,15,128,109,2,sameChar
90,16,123,107,4,sameChar
90,17,107,108,3,sameChar
90,18,106,108,2,sameChar
90,19,109,108,2,sameChar
90,20,104,109,3,sameChar
90,21,104,109,3,sameChar
90,22,111,107,3,sameChar
90,23,131,109,5,sameChar
90,24,119,108,3,sameChar
90,25,133,112,4,sameChar
90,26,113,108,4,sameChar
90,27,109,108,4,sameChar
90,28,103,106,6,sameChar
90,29,105,109,4,sameChar
90,30,122,108,4,sameChar
90,31,102,108,4,sameChar
90,32,104,108,4,sameChar
90,33,103,109,4,sameChar
90,34,105,112,4,sameChar
90,35,111,106,5,sameChar
90,36,104,106,4,sameChar
90,37,108,108,6,sameChar
90,38,111,109,5,sameChar
90,39,114,108,4,sameChar
90,40,119,108,5,sameChar
90,41,109,119,5,sameChar
90,42,127,109,5,sameChar
90,43,106,111,7,sameChar
90,44,117,108,4,sameChar
90,45,120,108,5,sameChar
90,46,117,109,5,sameChar
90,47,127,111,5,sameChar
90,48,116,109,5,sameChar
90,49,128,108,5,sameChar
90,50,121,108,5,sameChar
90,51,138,112,5,sameChar
90,52,193,109,6,sameChar
90,53,160,107,5,sameChar
90,54,105,108,6,sameChar
90,55,114,109,6,sameChar
90,56,100,108,6,sameChar
90,57,96,108,6,sameChar
90,58,101,108,7,sameChar
90,59,104,112,6,sameChar
90,60,102,109,6,sameChar
90,61,103,108,6,sameChar
90,62,102,109,7,sameChar
90,63,107,106,6,sameChar
90,64,107,109,6,sameChar
90,65,104,105,6,sameChar
90,66,106,108,6,sameChar
90,67,103,108,6,sameChar
90,68,106,108,6,sameChar
90,69,105,108,7,sameChar
90,70,114,108,7,sameChar
90,71,104,108,8,sameChar
90,72,104,103,7,sameChar
90,73,110,106,7,sameChar
90,74,112,108,6,sameChar
90,75,105,108,7,sameChar
90,76,107,108,7,sameChar
90,77,108,108,9,sameChar
90,78,111,119,7,sameChar
90,79,120,109,7,sameChar
90,80,108,108,8,sameChar
90,81,117,108,8,sameChar
90,82,112,109,8,sameChar
90,83,111,109,8,sameChar
90,84,121,108,8,sameChar
90,85,117,108,9,sameChar
90,86,128,109,7,sameChar
90,87,125,109,7,sameChar
90,88,115,108,7,sameChar
90,89,126,108,8,sameChar
91,1,131,111,1,sameChar
91,2,152,110,1,sameChar
91,3,281,110,6,sameChar
91,4,137,109,2,sameChar
91,5,120,107,2,sameChar
91,6,108,110,1,sameChar
91,7,107,106,2,sameChar
91,8,102,108,1,sameChar
91,9,112,112,2,sameChar
91,10,113,110,2,sameChar
91,11,112,110,2,sameChar
91,12,104,110,2,sameChar
91,13,104,113,2,sameChar
91,14,103,106,2,sameChar
91,15,108,111,2,sameChar
91,16,107,113,3,sameChar
91,17,104,113,3,sameChar
91,18,105,111,4,sameChar
91,19,105,116,3,sameChar
91,20,117,110,3,sameChar
91,21,106,109,3,sameChar
91,22,106,108,3,sameChar
91,23,104,109,4,sameChar
91,24,106,110,3,sameChar
91,25,118,110,3,sameChar
91,26,105,111,4,sameChar
91,27,108,118,4,sameChar
91,28,108,111,3,sameChar
91,29,113,111,4,sameChar
91,30,116,112,4,sameChar
91,31,110,110,4,sameChar
91,32,118,110,4,sameChar
91,33,108,108,6,sameChar
91,34,118,111,4,sameChar
91,35,121,110,5,sameChar
91,36,120,110,4,sameChar
91,37,127,111,9,sameChar
91,38,115,111,4,sameChar
91,39,127,114,4,sameChar
91,40,123,110,4,sameChar
91,41,139,113,5,sameChar
91,42,176,112,4,sameChar
91,43,166,111,5,sameChar
91,44,104,111,5,sameChar
91,45,109,113,5,sameChar
91,46,100,110,5,sameChar
91,47,98,113,5,sameChar
91,48,101,109,6,sameChar
91,49,101,111,5,sameChar
91,50,101,111,6,sameChar
91,51,105,112,6,sameChar
91,52,106,114,6,sameChar
91,53,105,111,6,sameChar
91,54,107,111,6,sameChar
91,55,106,111,6,sameChar
91,56,107,112,5,sameChar
91,57,105,110,6,sameChar
91,58,104,111,6,sameChar
91,59,107,112,6,sameChar
91,60,115,112,6,sameChar
91,61,113,111,6,sameChar
91,62,104,111,6,sameChar
91,63,105,110,6,sameChar
91,64,108,130,6,sameChar
91,65,111,113,7,sameChar
91,66,106,112,7,sameChar
91,67,107,111,8,sameChar
91,68,109,113,7,sameChar
91,69,117,121,34,sameChar
91,70,115,111,7,sameChar
91,71,131,110,7,sameChar
91,72,114,112,7,sameChar
91,73,112,116,8,sameChar
91,74,123,111,7,sameChar
91,75,121,110,7,sameChar
91,76,121,111,7,sameChar
91,77,120,115,7,sameChar
91,78,120,110,7,sameChar
91,79,123,111,7,sameChar
91,80,131,111,8,sameChar
91,81,161,108,8,sameChar
91,82,193,111,9,sameChar
91,83,104,111,7,sameChar
91,84,112,110,8,sameChar
91,85,102,111,9,sameChar
91,86,97,110,8,sameChar
91,87,99,112,8,sameChar
91,88,103,111,8,sameChar
91,89,103,114,8,sameChar
91,90,104,111,8,sameChar
92,1,103,114,1,sameChar
92,2,104,114,1,sameChar
92,3,108,113,2,sameChar
92,4,104,113,2,sameChar
92,5,106,114,2,sameChar
92,6,105,114,2,sameChar
92,7,112,112,2,sameChar
92,8,104,118,2,sameChar
92,9,118,118,2,sameChar
92,10,104,113,3,sameChar
92,11,103,114,2,sameChar
92,12,106,113,2,sameChar
92,13,107,118,2,sameChar
92,14,110,113,2,sameChar
92,15,104,112,2,sameChar
92,16,107,111,3,sameChar
92,17,112,113,2,sameChar
92,18,162,113,3,sameChar
92,19,112,113,3,sameChar
92,20,113,111,2,sameChar
92,21,119,114,3,sameChar
92,22,107,121,3,sameChar
92,23,124,114,3,sameChar
92,24,117,113,3,sameChar
92,25,126,113,4,sameChar
92,26,124,115,4,sameChar
92,27,114,113,4,sameChar
92,28,133,113,3,sameChar
92,29,119,117,4,sameChar
92,30,151,114,4,sameChar
92,31,198,121,4,sameChar
92,32,128,114,4,sameChar
92,33,112,106,4,sameChar
92,34,99,114,4,sameChar
92,35,100,111,4,sameChar
92,36,97,113,4,sameChar
92,37,103,116,4,sameChar
92,38,102,112,4,sameChar
92,39,105,111,5,sameChar
92,40,106,119,5,sameChar
92,41,105,113,5,sameChar
92,42,107,114,5,sameChar
92,43,112,113,5,sameChar
92,44,105,114,8,sameChar
92,45,135,118,5,sameChar
92,46,130,113,4,sameChar
92,47,109,113,5,sameChar
92,48,127,114,5,sameChar
92,49,106,118,5,sameChar
92,50,104,118,5,sameChar
92,51,103,143,6,sameChar
92,52,104,111,6,sameChar
92,53,111,113,5,sameChar
92,54,105,116,6,sameChar
92,55,105,113,6,sameChar
92,56,107,112,6,sameChar
92,57,111,109,6,sameChar
92,58,119,118,6,sameChar
92,59,104,113,6,sameChar
92,60,116,113,6,sameChar
92,61,111,113,6,sameChar
92,62,116,113,6,sameChar
92,63,122,113,6,sameChar
92,64,119,113,6,sameChar
92,65,124,114,6,sameChar
92,66,122,114,6,sameChar
92,67,129,118,7,sameChar
92,68,121,114,6,sameChar
92,69,143,113,7,sameChar
92,70,162,113,7,sameChar
92,71,191,112,7,sameChar
92,72,105,112,7,sameChar
92,73,108,112,6,sameChar
92,74,100,112,7,sameChar
92,75,104,112,7,sameChar
92,76,101,117,7,sameChar
92,77,115,114,7,sameChar
92,78,99,114,7,sameChar
92,79,111,116,7,sameChar
92,80,151,112,7,sameChar
92,81,104,114,7,sameChar
92,82,104,114,8,sameChar
92,83,105,113,8,sameChar
92,84,107,113,8,sameChar
92,85,104,119,8,sameChar
92,86,104,112,7,sameChar
92,87,106,113,8,sameChar
92,88,115,110,8,sameChar
92,89,106,113,8,sameChar
92,90,103,111,8,sameChar
92,91,106,113,8,sameChar
93,1,111,116,1,sameChar
93,2,106,116,1,sameChar
93,3,109,115,1,sameChar
93,4,107,117,2,sameChar
93,5,107,117,1,sameChar
93,6,120,116,2,sameChar
93,7,109,116,2,sameChar
93,8,113,115,2,sameChar
93,9,115,115,2,sameChar
93,10,110,114,2,sameChar
93,11,122,115,2,sameChar
93,12,117,122,3,sameChar
93,13,128,119,3,sameChar
93,14,126,115,3,sameChar
93,15,113,115,2,sameChar
93,16,129,114,2,sameChar
93,17,129,120,2,sameChar
93,18,152,120,3,sameChar
93,19,252,116,2,sameChar
93,20,117,114,3,sameChar
93,21,116,121,3,sameChar
93,22,104,115,3,sameChar
93,23,103,118,3,sameChar
93,24,108,115,4,sameChar
93,25,107,120,4,sameChar
93,26,106,115,3,sameChar
93,27,108,115,3,sameChar
93,28,104,116,3,sameChar
93,29,112,120,4,sameChar
93,30,108,123,3,sameChar
93,31,106,116,4,sameChar
93,32,109,115,4,sameChar
93,33,103,116,4,sameChar
93,34,114,117,4,sameChar
93,35,114,116,5,sameChar
93,36,115,116,4,sameChar
93,37,104,116,4,sameChar
93,38,104,111,4,sameChar
93,39,105,115,4,sameChar
93,40,103,117,5,sameChar
93,41,109,117,4,sameChar
93,42,104,116,5,sameChar
93,43,107,116,5,sameChar
93,44,108,113,5,sameChar
93,45,111,116,5,sameChar
93,46,115,117,6,sameChar
93,47,106,112,5,sameChar
93,48,121,124,5,sameChar
93,49,124,115,5,sameChar
93,50,140,115,6,sameChar
93,51,132,116,6,sameChar
93,52,124,116,5,sameChar
93,53,145,116,5,sameChar
93,54,119,116,5,sameChar
93,55,132,116,5,sameChar
93,56,133,112,6,sameChar
93,57,143,119,6,sameChar
93,58,161,116,5,sameChar
93,59,167,115,6,sameChar
93,60,112,114,6,sameChar
93,61,110,115,6,sameChar
93,62,102,116,7,sameChar
93,63,100,116,6,sameChar
93,64,100,117,6,sameChar
93,65,104,115,6,sameChar
93,66,101,125,6,sameChar
93,67,106,117,6,sameChar
93,68,103,116,7,sameChar
93,69,104,116,8,sameChar
93,70,104,116,7,sameChar
93,71,107,115,8,sameChar
93,72,106,114,6,sameChar
93,73,106,116,7,sameChar
93,74,105,115,7,sameChar
93,75,107,115,7,sameChar
93,76,117,117,7,sameChar
93,77,104,115,7,sameChar
93,78,103,116,7,sameChar
93,79,104,116,8,sameChar
93,80,114,116,8,sameChar
93,81,107,112,8,sameChar
93,82,104,116,7,sameChar
93,83,109,120,8,sameChar
93,84,171,116,11,sameChar
93,85,125,116,8,sameChar
93,86,117,117,8,sameChar
93,87,113,116,8,sameChar
93,88,117,115,8,sameChar
93,89,106,115,8,sameChar
93,90,124,116,8,sameChar
93,91,120,116,9,sameChar
93,92,123,119,9,sameChar
94,1,125,120,2,sameChar
94,2,114,121,2,sameChar
94,3,130,119,1,sameChar
94,4,140,117,1,sameChar
94,5,139,118,2,sameChar
94,6,186,120,2,sameChar
94,7,142,122,2,sameChar
94,8,103,118,2,sameChar
94,9,109,118,2,sameChar
94,10,100,131,2,sameChar
94,11,99,120,2,sameChar
94,12,103,119,2,sameChar
94,13,101,118,2,sameChar
94,14,102,121,2,sameChar
94,15,104,118,3,sameChar
94,16,107,113,3,sameChar
94,17,104,117,3,sameChar
94,18,103,118,3,sameChar
94,19,106,119,2,sameChar
94,20,105,121,3,sameChar
94,21,103,119,3,sameChar
94,22,106,118,3,sameChar
94,23,117,111,4,sameChar
94,24,106,118,3,sameChar
94,25,112,115,4,sameChar
94,26,103,119,3,sameChar
94,27,105,118,3,sameChar
94,28,108,122,4,sameChar
94,29,111,117,4,sameChar
94,30,106,118,4,sameChar
94,31,107,117,4,sameChar
94,32,110,119,4,sameChar
94,33,118,121,5,sameChar
94,34,106,121,4,sameChar
94,35,115,115,4,sameChar
94,36,115,117,4,sameChar
94,37,110,120,5,sameChar
94,38,123,120,4,sameChar
94,39,122,118,4,sameChar
94,40,129,120,5,sameChar
94,41,124,122,4,sameChar
94,42,122,117,5,sameChar
94,43,134,118,5,sameChar
94,44,129,119,4,sameChar
94,45,158,122,5,sameChar
94,46,185,130,5,sameChar
94,47,108,117,5,sameChar
94,48,110,118,5,sameChar
94,49,103,120,6,sameChar
94,50,99,119,5,sameChar
94,51,99,119,5,sameChar
94,52,104,118,5,sameChar
94,53,99,123,6,sameChar
94,54,102,120,5,sameChar
94,55,102,130,6,sameChar
94,56,116,118,6,sameChar
94,57,106,115,5,sameChar
94,58,111,119,6,sameChar
94,59,105,121,6,sameChar
94,60,104,118,6,sameChar
94,61,106,119,6,sameChar
94,62,106,119,6,sameChar
94,63,118,118,6,sameChar
94,64,104,119,6,sameChar
94,65,103,118,7,sameChar
94,66,107,120,7,sameChar
94,67,103,119,7,sameChar
94,68,110,119,7,sameChar
94,69,103,120,7,sameChar
94,70,106,122,9,sameChar
94,71,108,117,6,sameChar
94,72,116,119,7,sameChar
94,73,113,120,7,sameChar
94,74,109,122,7,sameChar
94,75,120,118,7,sameChar
94,76,114,119,8,sameChar
94,77,120,118,7,sameChar
94,78,118,122,8,sameChar
94,79,119,120,8,sameChar
94,80,209,119,7,sameChar
94,81,121,117,7,sameChar
94,82,135,129,8,sameChar
94,83,132,117,7,sameChar
94,84,158,118,8,sameChar
94,85,178,120,8,sameChar
94,86,105,118,7,sameChar
94,87,109,118,8,sameChar
94,88,100,116,8,sameChar
94,89,99,119,8,sameChar
94,90,102,116,9,sameChar
94,91,103,118,9,sameChar
94,92,100,117,8,sameChar
94,93,105,121,10,sameChar
95,1,105,123,2,sameChar
95,2,104,121,2,sameChar
95,3,103,121,2,sameChar
95,4,105,121,1,sameChar
95,5,118,122,2,sameChar
95,6,105,120,2,sameChar
95,7,104,121,2,sameChar
95,8,104,122,2,sameChar
95,9,119,124,3,sameChar
95,10,105,120,2,sameChar
95,11,104,120,3,sameChar
95,12,104,122,2,sameChar
95,13,104,122,3,sameChar
95,14,116,121,2,sameChar
95,15,104,122,2,sameChar
95,16,105,123,3,sameChar
95,17,109,117,3,sameChar
95,18,114,124,3,sameChar
95,19,123,121,3,sameChar
95,20,112,120,2,sameChar
95,21,115,121,4,sameChar
95,22,108,122,3,sameChar
95,23,123,122,4,sameChar
95,24,119,124,4,sameChar
95,25,118,143,4,sameChar
95,26,127,127,3,sameChar
95,27,150,122,4,sameChar
95,28,149,121,4,sameChar
95,29,136,122,4,sameChar
95,30,152,123,3,sameChar
95,31,176,122,4,sameChar
95,32,152,119,4,sameChar
95,33,102,120,4,sameChar
95,34,115,124,4,sameChar
95,35,100,121,4,sameChar
95,36,99,123,4,sameChar
95,37,103,121,4,sameChar
95,38,105,121,4,sameChar
95,39,101,119,4,sameChar
95,40,105,122,4,sameChar
95,41,105,121,5,sameChar
95,42,105,126,5,sameChar
95,43,104,121,5,sameChar
95,44,105,122,5,sameChar
95,45,104,123,4,sameChar
95,46,107,127,5,sameChar
95,47,105,122,5,sameChar
95,48,111,122,5,sameChar
95,49,111,121,5,sameChar
95,50,107,124,6,sameChar
95,51,107,120,5,sameChar
95,52,104,121,5,sameChar
95,53,109,121,6,sameChar
95,54,107,120,5,sameChar
95,55,119,118,6,sameChar
95,56,107,119,6,sameChar
95,57,105,120,6,sameChar
95,58,121,121,6,sameChar
95,59,109,125,5,sameChar
95,60,114,119,6,sameChar
95,61,111,120,6,sameChar
95,62,112,121,7,sameChar
95,63,123,120,6,sameChar
95,64,117,121,6,sameChar
95,65,125,123,6,sameChar
95,66,129,124,7,sameChar
95,67,118,122,7,sameChar
95,68,140,121,7,sameChar
95,69,129,120,7,sameChar
95,70,232,124,6,sameChar
95,71,174,120,7,sameChar
95,72,105,121,6,sameChar
95,73,112,122,7,sameChar
95,74,101,125,7,sameChar
95,75,97,122,7,sameChar
95,76,99,121,7,sameChar
95,77,104,120,7,sameChar
95,78,99,125,8,sameChar
95,79,103,121,7,sameChar
95,80,104,122,7,sameChar
95,81,104,119,8,sameChar
95,82,105,126,7,sameChar
95,83,104,123,7,sameChar
95,84,107,125,8,sameChar
95,85,104,123,8,sameChar
95,86,104,121,8,sameChar
95,87,107,120,7,sameChar
95,88,117,122,8,sameChar
95,89,106,128,8,sameChar
95,90,140,120,8,sameChar
95,91,113,121,9,sameChar
95,92,108,123,8,sameChar
95,93,109,123,9,sameChar
95,94,104,120,8,sameChar
96,1,111,121,1,sameChar
96,2,108,119,3,sameChar
96,3,113,119,3,sameChar
96,4,114,117,2,sameChar
96,5,115,124,2,sameChar
96,6,116,124,2,sameChar
96,7,106,125,2,sameChar
96,8,123,124,2,sameChar
96,9,125,126,2,sameChar
96,10,115,125,2,sameChar
96,11,130,126,2,sameChar
96,12,113,126,2,sameChar
96,13,134,131,2,sameChar
96,14,128,122,4,sameChar
96,15,143,123,3,sameChar
96,16,163,127,3,sameChar
96,17,158,126,3,sameChar
96,18,105,123,2,sameChar
96,19,110,122,2,sameChar
96,20,101,130,3,sameChar
96,21,96,123,3,sameChar
96,22,102,128,3,sameChar
96,23,102,125,3,sameChar
96,24,100,126,3,sameChar
96,25,112,122,3,sameChar
96,26,117,122,4,sameChar
96,27,110,124,3,sameChar
96,28,105,122,4,sameChar
96,29,113,126,3,sameChar
96,30,104,129,3,sameChar
96,31,104,123,4,sameChar
96,32,105,125,3,sameChar
96,33,124,127,5,sameChar
96,34,112,123,4,sameChar
96,35,105,124,4,sameChar
96,36,103,127,4,sameChar
96,37,104,130,5,sameChar
96,38,109,125,4,sameChar
96,39,106,130,4,sameChar
96,40,106,124,4,sameChar
96,41,108,126,5,sameChar
96,42,105,126,4,sameChar
96,43,121,123,5,sameChar
96,44,106,126,5,sameChar
96,45,114,127,5,sameChar
96,46,113,126,5,sameChar
96,47,115,129,5,sameChar
96,48,122,125,5,sameChar
96,49,117,127,5,sameChar
96,50,122,120,5,sameChar
96,51,128,122,5,sameChar
96,52,119,122,5,sameChar
96,53,138,127,6,sameChar
96,54,129,124,6,sameChar
96,55,149,122,6,sameChar
96,56,196,129,6,sameChar
96,57,109,123,6,sameChar
96,58,144,121,6,sameChar
96,59,112,128,6,sameChar
96,60,113,124,5,sameChar
96,61,109,126,6,sameChar
96,62,111,123,6,sameChar
96,63,103,125,7,sameChar
96,64,105,128,7,sameChar
96,65,106,124,7,sameChar
96,66,105,126,7,sameChar
96,67,105,123,6,sameChar
96,68,105,124,7,sameChar
96,69,115,127,7,sameChar
96,70,107,122,7,sameChar
96,71,104,124,7,sameChar
96,72,103,124,7,sameChar
96,73,121,130,7,sameChar
96,74,106,123,7,sameChar
96,75,104,125,7,sameChar
96,76,104,125,7,sameChar
96,77,103,126,7,sameChar
96,78,110,125,8,sameChar
96,79,107,124,7,sameChar
96,80,105,122,7,sameChar
96,81,107,135,8,sameChar
96,82,113,123,8,sameChar
96,83,118,122,7,sameChar
96,84,108,124,8,sameChar
96,85,120,128,8,sameChar
96,86,107,123,7,sameChar
96,87,118,125,8,sameChar
96,88,121,127,8,sameChar
96,89,120,128,8,sameChar
96,90,126,124,8,sameChar
96,91,117,125,8,sameChar
96,92,128,125,9,sameChar
96,93,141,125,8,sameChar
96,94,139,124,8,sameChar
96,95,164,124,9,sameChar
97,1,164,127,2,sameChar
97,2,106,125,2,sameChar
97,3,110,126,2,sameChar
97,4,100,133,1,sameChar
97,5,98,129,2,sameChar
97,6,104,128,2,sameChar
97,7,103,128,2,sameChar
97,8,102,128,2,sameChar
97,9,104,126,2,sameChar
97,10,113,125,3,sameChar
97,11,105,123,2,sameChar
97,12,104,125,2,sameChar
97,13,104,124,2,sameChar
97,14,105,130,2,sameChar
97,15,105,125,2,sameChar
97,16,105,128,2,sameChar
97,17,107,125,3,sameChar
97,18,116,129,2,sameChar
97,19,103,129,2,sameChar
97,20,105,126,3,sameChar
97,21,105,134,3,sameChar
97,22,107,131,3,sameChar
97,23,106,129,3,sameChar
97,24,110,126,4,sameChar
97,25,109,125,3,sameChar
97,26,108,130,3,sameChar
97,27,114,128,4,sameChar
97,28,112,128,4,sameChar
97,29,113,127,3,sameChar
97,30,115,123,4,sameChar
97,31,109,126,3,sameChar
97,32,123,128,4,sameChar
97,33,119,125,4,sameChar
97,34,122,127,5,sameChar
97,35,124,127,4,sameChar
97,36,114,126,4,sameChar
97,37,133,126,5,sameChar
97,38,127,132,4,sameChar
97,39,146,134,4,sameChar
97,40,189,123,5,sameChar
97,41,126,130,4,sameChar
97,42,115,129,5,sameChar
97,43,98,127,5,sameChar
97,44,103,127,5,sameChar
97,45,98,127,5,sameChar
97,46,120,127,5,sameChar
97,47,101,128,6,sameChar
97,48,104,125,5,sameChar
97,49,102,128,5,sameChar
97,50,102,130,5,sameChar
97,51,104,128,5,sameChar
97,52,104,126,5,sameChar
97,53,107,125,5,sameChar
97,54,105,130,6,sameChar
97,55,103,125,5,sameChar
97,56,106,133,6,sameChar
97,57,116,127,6,sameChar
97,58,104,129,6,sameChar
97,59,105,127,6,sameChar
97,60,103,126,7,sameChar
97,61,107,126,6,sameChar
97,62,109,127,6,sameChar
97,63,106,131,6,sameChar
97,64,106,129,6,sameChar
97,65,107,128,7,sameChar
97,66,110,132,7,sameChar
97,67,117,129,7,sameChar
97,68,105,125,6,sameChar
97,69,117,126,7,sameChar
97,70,120,130,7,sameChar
97,71,115,127,7,sameChar
97,72,121,125,7,sameChar
97,73,117,126,8,sameChar
97,74,122,143,7,sameChar
97,75,122,127,7,sameChar
97,76,127,127,7,sameChar
97,77,136,128,7,sameChar
97,78,139,125,8,sameChar
97,79,150,125,8,sameChar
97,80,175,126,7,sameChar
97,81,105,128,8,sameChar
97,82,119,127,8,sameChar
97,83,100,128,7,sameChar
97,84,100,128,8,sameChar
97,85,98,125,9,sameChar
